name,address,city,state,zip,full_address,farm_type,produce,phone,website,distance,hours
McGrath Family Farm,1012 W Ventura Blvd,Camarillo,CA,,"1012 W Ventura Blvd, Camarillo, California 93010","U-Pick Farm, Orchard",Squash,,,,
McLean Family Farms,19207 Windjammer Rd.,Clermont,FL,34715,"19207 Windjammer Rd., Clermont, FL 34715","U-Pick Farm, Orchard","Citrus, Peaches, Squash",,,,
McLeod Farms,29247 Highway 151,McBee,SC,,"29247 Highway 151, McBee, South Carolina 29101","U-Pick Farm, Orchard","Blackberries, Peaches, Strawberries, Vegetables",,,,
Mead Orchards,,,,,,"U-Pick Farm, Orchard","Blueberries, Cherries, Peaches, Strawberries",,,,
Meadow Ledge Farm,612 Route 129,Loudon,NH,,"612 Route 129, Loudon, New Hampshire 03307","U-Pick Farm, Orchard",Apples,,,,
Meadowlark Farm Orchard & Cidery,11249 SW 160th St,Rose Hill,KS,67133,"11249 SW 160th St, Rose Hill, KS 67133","U-Pick Farm, Orchard",Raspberries,,,,
Melick's Town Farm,19 King Street,Oldwick,NJ,08858,"19 King Street, Oldwick, NJ 08858","U-Pick Farm, Orchard","Apples, Cut Flowers, Peaches, Pumpkins, Strawberries",,,,
Mercier Orchards,8660 Blue Ridge Drive,Blue Ridge,,,"8660 Blue Ridge Drive, Blue Ridge, 1008 30513","U-Pick Farm, Orchard","Apples, Strawberries",,,,
Mesilla Valley Apples,,,,,,"U-Pick Farm, Orchard",Apples,,,,
Messick’s Farm Market,6025 Catlett Rd,Bealeton,VA,22712,"6025 Catlett Rd, Bealeton, VA 22712","BakeryCorn MazeCSA/Co-opFarm MarketFestivalHoney BeesPetting ZooPicnic AreaPlaygroundRestaurantSchool Field TripsU-Pick Farm, OrchardWinery","Blackberries, Blueberries, Strawberries",,,,
Milburn Orchards,1495 Appleton Road,Elkton,MD,,"1495 Appleton Road, Elkton, Maryland 21921","U-Pick Farm, Orchard","Apples, Blackberries, Blueberries, Cherries, Grapes, Nectarines, Peaches, Plums, Pumpkins, Raspberries",,,,
Miller Blueberry Farm,1371 Union Church Rd,Watkinsville,GA,,"1371 Union Church Rd, Watkinsville, Georgia 30677","U-Pick Farm, Orchard",Blueberries,,,,
Millican’s Heritage Christmas tree farm,,,,,,"Christmas TreesHoney BeesPicnic AreaSchool Field TripsU-Pick Farm, Orchard",Raspberries,,,,
Mirror Image Farms,600 N. 2nd Street,Bainbridge,PA,17502,"600 N. 2nd Street, Bainbridge, PA 17502","U-Pick Farm, Orchard",Raspberries,,,,
Mitcham Farm,797 W Macedonia Church Rd,Oxford,GA,,"797 W Macedonia Church Rd, Oxford, Georgia 30054","U-Pick Farm, Orchard","Blackberries, Blueberries, Strawberries",,,,
Mithchell Farms,650 Leaf River Church Road,Collins,MS,,"650 Leaf River Church Road, Collins, Mississippi 39428","U-Pick Farm, Orchard","Blackberries, Blueberries, Tomatoes, Vegetables",,,,
Mommsen’s Harvest Hills,1696 20 1/2 Street,Rice Lake,WI,54868,"1696 20 1/2 Street, Rice Lake, WI 54868",,Apples,,,,
Monroe’s Orchard & Farm Market,,,,,,"U-Pick Farm, Orchard","Apples, Cherries, Raspberries, Strawberries",,,,
Monte Vista Organic Farm,,,,,,"U-Pick Farm, Orchard",Raspberries,,,,
Moore Orchards,1727 S Sasse Road,Midland,MI,,"1727 S Sasse Road, Midland, Michigan 48640",Pre-Picked Only,Ready Picked Only,,,,
Moran Fruit Farm,10920 S Power Ave.,Floral City,FL,,"10920 S Power Ave., Floral City, Florida 34436","U-Pick Farm, Orchard","Grapes, Nectarines, Peaches, Pears, Persimmons, Plums",,,,
Morgan Creek Farm & Markets,16505 16th Ave SW,Cedar Rapids,IA,,"16505 16th Ave SW, Cedar Rapids, Iowa 52404","U-Pick Farm, Orchard",Strawberries,,,,
Morgan Orchard,2970 Neff Orchard Rd,Sinks Grove,VA,,"2970 Neff Orchard Rd, Sinks Grove, West Virginia 24976","U-Pick Farm, Orchard","Apples, Blackberries, Peaches, Pumpkins, Raspberries",,,,
Morris Vineyard,346 Union Grove Rd.,Charleston,TN,,"346 Union Grove Rd., Charleston, Tennessee 37310","U-Pick Farm, Orchard","Blackberries, Blueberries, Muscadines, Raspberries",,,,
Mortimer Farms,12907 E. State Route 169,Dewey,AZ,,"12907 E. State Route 169, Dewey, Arizona 86327","U-Pick Farm, Orchard","Pumpkins, Vegetables",,,,
Mosher Farms,,,,,,"U-Pick Farm, Orchard","Raspberries, Strawberries",,,,
Mountain Brook Ranch,17971 Auberry Rd,Clovis,CA,,"17971 Auberry Rd, Clovis, California 93611","U-Pick Farm, Orchard","Apricots, Blueberries, Boysenberries, Cherries",,,,
Mountainview Blueberry Farm,7617 E Lowell-Larimer Rd,Snohomish,WA,,"7617 E Lowell-Larimer Rd, Snohomish, Washington 98296","U-Pick Farm, Orchard",Blueberries,,,,
Mr. Pepper’s Pumpkin Patch,13500 Laurel Road,Laurel,DE,,"13500 Laurel Road, Laurel, Delaware 19956","U-Pick Farm, Orchard",Pumpkins,,,,
Mt. Naomi Farms,,,,,,"U-Pick Farm, Orchard","Apples, Blackberries, Grapes, Pumpkins, Raspberries",,,,
Mt. View Orchards,6670 Trout Creek Rd,Mt Hood,OR,,"6670 Trout Creek Rd, Mt Hood, Oregon 97041","U-Pick Farm, Orchard","Apples, Pears",,,,
Mule Barn Berries,223 NE Mule Barn Rd,Lathrop,MO,,"223 NE Mule Barn Rd, Lathrop, Missouri 64465","U-Pick Farm, Orchard","Blackberries, Raspberries, Strawberries",,,,
Muletown Muscadine Vineyard,1249 Buckthorn Lane,Columbia,TN,38401,"1249 Buckthorn Lane, Columbia, TN 38401","U-Pick Farm, Orchard",Grapes,,,,
Mullen Produce,21082 River Rd. NE,St. Paul,OR,97137,"21082 River Rd. NE, St. Paul, OR 97137","U-Pick Farm, Orchard",Tomatoes,,,,
Myers Strawberries,1429 Auction Rd,Manheim,PA,,"1429 Auction Rd, Manheim, Pennsylvania 17545","U-Pick Farm, Orchard",Strawberries,,,,
Neal’s Berry Farm,21104 Binford Road,Waller,TX,77484,"21104 Binford Road, Waller, TX 77484","Farm MarketU-Pick Farm, Orchard","Blackberries, Figs, Flowers, Vegetables",,,,
Nelson’s Farm Market,469 W 112th St.,Grant,MI,,"469 W 112th St., Grant, Michigan 49327",Pre-Picked Only,Ready Picked Only,,,,
Nesbit Blueberry Plantation,690 Bankston Road,Nesbit,MS,,"690 Bankston Road, Nesbit, Mississippi 38651","U-Pick Farm, Orchard",Blueberries,,,,
Nordland Farms Produce,131 East Main Street,Columbus,PA,16405,"131 East Main Street, Columbus, PA 16405","U-Pick Farm, Orchard","Beans, Corn, Cucumbers, Cut Flowers, Eggplant, Flowers, Green Beans, Herbs, Peppers, Squash, Tomatoes, Vegetables",,,,
Nottawa Fruit Farm,,,,,,"U-Pick Farm, Orchard",Strawberries,,,,
Nugget Farm,100-118 N Cushman St,Fairbanks,AK,,"100-118 N Cushman St, Fairbanks, Alaska 99709","U-Pick Farm, Orchard","Apples, Vegetables",,,,
Oak Grove Farms,846 Fisher Rd,Mechanicsburg,PA,,"846 Fisher Rd, Mechanicsburg, Pennsylvania 17055","U-Pick Farm, Orchard","Peas, Raspberries, Strawberries",,,,
Oak Hill Produce,,,,,,"U-Pick Farm, Orchard","Blueberries, Strawberries, Tomatoes, Vegetables",,,,
Oakridge Farms,125 County Rd CB,Neenah,WI,54901,"125 County Rd CB, Neenah, WI 54901",,"Raspberries, Strawberries",,,,
Oakview Orchard,,,,,,"U-Pick Farm, Orchard",Blueberries,,,,
Ochs Orchard,,,,,,"U-Pick Farm, Orchard","Apples, Blackberries, Blueberries, Cherries, Peaches, Pumpkins, Raspberries, Strawberries, Tomatoes",,,,
Orchard & Company,7255 US Hwy 42,Plain City,OH,,"7255 US Hwy 42, Plain City, Ohio 43064","U-Pick Farm, Orchard",Apples,,,,
Orchard Hill Farm Market,2934 68th St SE,Caledonia,MI,,"2934 68th St SE, Caledonia, Michigan 49316",Pre-Picked Only,Ready Picked Only,,,,
Orchard Market,31 & Free Soil Rd.,Free Soil,MI,,"31 & Free Soil Rd., Free Soil, Michigan 49411",Pre-Picked Only,Ready Picked Only,,,,
Oregon Trail Farm,,,,,,"U-Pick Farm, Orchard","Blackberries, Blueberries, Raspberries",,,,
Orr’s Farm Market,682 Orr Drive,Martinsburg,VA,,"682 Orr Drive, Martinsburg, West Virginia 25403","U-Pick Farm, Orchard","Blackberries, Blueberries, Cherries, Flowers, Grapes, Pumpkins, Raspberries, Strawberries",,,,
Outback Farm,,,,,,"U-Pick Farm, Orchard",Blueberries,,,,
Outhouse Orchards,,,,,,"U-Pick Farm, Orchard","Apples, Pumpkins",,,,
Overhiser Orchards,6405 109th Ave.,South Haven,MI,,"6405 109th Ave., South Haven, Michigan 49090","U-Pick Farm, Orchard","Apples, Cherries, Peaches, Pears, Plums",,,,
Owasso Christmas Tree & Berry Farm,11039 N 129th East Ave,Owasso,OK,,"11039 N 129th East Ave, Owasso, Oklahoma 74055","U-Pick Farm, Orchard","Blackberries, Blueberries",,,,
Owl’s Head Blueberry Farm,263 Blueberry Farm Rd,Richmond,VT,,"263 Blueberry Farm Rd, Richmond, Vermont 05477","U-Pick Farm, Orchard",Blueberries,,,,
Ozark Mountain Orchard,4564 S Campbell Ave.,Springfield,MO,,"4564 S Campbell Ave., Springfield, Missouri 65810",Pre-Picked Only,Ready Picked Only,,,,
Ozark Mountain Orchard,2949 Pleasant View Rd,Highlandville,MO,65669,"2949 Pleasant View Rd, Highlandville, MO 65669","U-Pick Farm, Orchard",Blueberries,,,,
Page Farms,6100 Mount Herman Rd,Raleigh,NC,,"6100 Mount Herman Rd, Raleigh, North Carolina 27617","U-Pick Farm, Orchard","Pumpkins, Strawberries",,,,
Pallman Farms,1511 Summit Lake Road,Clarks Summit,PA,,"1511 Summit Lake Road, Clarks Summit, Pennsylvania 18411","U-Pick Farm, Orchard",Strawberries,,,,
Papa’s Pumpkin Patch,5001 Fernwood Dr,Bismarck,ND,,"5001 Fernwood Dr, Bismarck, North Dakota 58503","U-Pick Farm, Orchard",Pumpkins,,,,
Parlee Farms,95 Farwell Rd,Tyngsboro,MA,,"95 Farwell Rd, Tyngsboro, Massachusetts 01879","U-Pick Farm, Orchard","Apples, Blueberries, Cherries, Flowers, Peaches, Pumpkins, Strawberries",,,,
Pat Montoya’s Family Orchard,249 County Road 59,Canova,NM,,"249 County Road 59, Canova, New Mexico 87582","U-Pick Farm, Orchard",Apples,,,,
Patchwork Berry Farm,1575 Old Lystra Rd,Chapel Hill,NC,,"1575 Old Lystra Rd, Chapel Hill, North Carolina 27517","U-Pick Farm, Orchard",Blueberries,,,,
Patrie’s Raspberries,4250 2nd Street NE,Bowden,ND,,"4250 2nd Street NE, Bowden, North Dakota 58418","U-Pick Farm, Orchard",Raspberries,,,,
Patterson Fruit Farm,11414 Caves Road,Chesterland,OH,,"11414 Caves Road, Chesterland, Ohio 44026","U-Pick Farm, Orchard",Apples,,,,
Patty’s Berries & Bunches,,,,,,"U-Pick Farm, Orchard","Blackberries, Blueberries, Raspberries, Strawberries",,,,
Pearl Creek Farm,849 Wolverine Lane,Fairbanks,AK,,"849 Wolverine Lane, Fairbanks, Alaska 99709","U-Pick Farm, Orchard",Raspberries,,,,
Pecan Hill Farms U-Pick Berries,19470 Highway 18,Raymond,MS,,"19470 Highway 18, Raymond, Mississippi 39154","U-Pick Farm, Orchard","Blackberries, Blueberries, Peaches",,,,
Peck & Bushel Organic Fruit,,,,,,"U-Pick Farm, Orchard",Apples,,,,
Penton Farms,3358 County Road 59,Verbena,AL,,"3358 County Road 59, Verbena, Alabama 36091","U-Pick Farm, Orchard","Pumpkins, Strawberries",,,,
Perry’s Berries,325 East 1600 South,Mapleton,UT,,"325 East 1600 South, Mapleton, Utah 84664","U-Pick Farm, Orchard",Raspberries,,,,
Petals & Leaves,1930 Moe Rd,Ellensburg,WA,98926,"1930 Moe Rd, Ellensburg, WA 98926","U-Pick Farm, Orchard",Cut Flowers,,,,
Phil’s Berry Farm,13955 SW 248th Street,Homestead,FL,,"13955 SW 248th Street, Homestead, Florida 33032","U-Pick Farm, Orchard",Strawberries,,,,
Phillips Farms,290 Church Road,Milford,NJ,,"290 Church Road, Milford, New Jersey 08848","U-Pick Farm, Orchard","Blackberries, Blueberries, Peaches, Raspberries, Strawberries",,,,
Picha’s Berry Farm,6502 52nd Street East,Puyallup,WA,,"6502 52nd Street East, Puyallup, Washington 98371","U-Pick Farm, Orchard","Blackberries, Raspberries, Strawberries",,,,
Pick-It Fresh Farm,,,,,,"U-Pick Farm, Orchard","Blackberries, Blueberries, Strawberries, Vegetables",,,,
Pietree Orchard,803 Waterford Rd,Sweden,ME,,"803 Waterford Rd, Sweden, Maine 04040","U-Pick Farm, Orchard","Apples, Blueberries, Pumpkins, Strawberries",,,,
Pine Tree Apple Orchard,450 Apple Orchard Rd,White Bear Lake,MN,,"450 Apple Orchard Rd, White Bear Lake, Minnesota 55110","U-Pick Farm, Orchard","Apples, Strawberries",,,,
Pippin Apple Orchard,751 Pippin Orchard Rd,Cranston,,,"751 Pippin Orchard Rd, Cranston, 1037 02921","U-Pick Farm, Orchard",Apples,,,,
Pitts Cherry Farm,,,,,,"U-Pick Farm, Orchard",Cherries,,,,
Pleasant Valley Orchard,17325 Pleasant Valley Road,Shafer,MN,,"17325 Pleasant Valley Road, Shafer, Minnesota 55074","U-Pick Farm, Orchard","Apples, Pumpkins, Strawberries",,,,
Plow Creek Farm,,,,,,"U-Pick Farm, Orchard","Blackberries, Blueberries, Raspberries, Strawberries",,,,
Pochedly Farms,,,,,,"U-Pick Farm, Orchard",Strawberries,,,,
Pome on the Range Orchards & Winery,2050 Idaho Road,Williamsburg,ID,,"2050 Idaho Road, Williamsburg, Kansas 66095",Pre-Picked Only,Ready Picked Only,,,,
Poms To You,200 S Moapa Valley Blvd.,Overton,NV,89040,"200 S Moapa Valley Blvd., Overton, NV 89040","Farm MarketSchool Field TripsU-Pick Farm, Orchard",Pomegranates,,,,
Pope Farm & Apple Orchard,,,,,,"U-Pick Farm, Orchard",Apples,,,,
Porter’s Patch,4314 State Hwy 156,Bonduel,WI,,"4314 State Hwy 156, Bonduel, Wisconsin 54107","U-Pick Farm, Orchard","Raspberries, Strawberries",,,,
Potter Road Raspberries,282 E. Potter Rd.,Traverse City,MI,,"282 E. Potter Rd., Traverse City, Michigan 49686","U-Pick Farm, Orchard",Raspberries,,,,
Prairie Blush Orchards,,,,,,"U-Pick Farm, Orchard","Apples, Pumpkins",,,,
Prairie Hill Blueberry Farm,,,,,,"U-Pick Farm, Orchard",Blueberries,,,,
Prairie Sage Flower Farm,321 Beall Mtn Rd,Longview,TX,75604,"321 Beall Mtn Rd, Longview , TX 75604","Picnic AreaU-Pick Farm, Orchard","Cut Flowers, Flowers",,,,
Pratts Orchard,,,,,,"U-Pick Farm, Orchard","Apples, Peaches",,,,
Pride of Neola Orchards,5976 Neola Hwy,Neola,UT,,"5976 Neola Hwy, Neola, Utah 84066","U-Pick Farm, Orchard","Apples, Nectarines, Peaches, Plums",,,,
Pyrah’s Pioneer Peak Farm,,,,,,"U-Pick Farm, Orchard","Raspberries, Strawberries, Vegetables",,,,
R4 Farm – Richtsmeier,339 Wells Lee Road,Elora,TN,37328,"339 Wells Lee Road, Elora , TN 37328","Picnic AreaSchool Field TripsU-Pick Farm, Orchard",Blackberries,,,,
Rainbow Farms,2464 Townline Rd,Madison,OH,,"2464 Townline Rd, Madison, Ohio 44057","U-Pick Farm, Orchard",Strawberries,,,,
Raising Cane Ranch,5719 Riverview Rd,Snohomish,WA,,"5719 Riverview Rd, Snohomish, Washington 98290","U-Pick Farm, Orchard",Raspberries,,,,
Raspberry deLight Farms,222 N Hidden Valley Road,Shoshoni,WY,,"222 N Hidden Valley Road, Shoshoni, Wyoming 82649","U-Pick Farm, Orchard",Raspberries,,,,
Raspberry Patch,,,,,,"U-Pick Farm, Orchard",Raspberries,,,,
Ray French Orchard,921 Harvest Lane Pr NE,Richard,WA,,"921 Harvest Lane Pr NE, Richard, Washington 99352","U-Pick Farm, Orchard","Apples, Cherries, Nectarines, Peaches",,,,
Red Apple Barn,3379 Tails Creek Rd,Ellijay,,,"3379 Tails Creek Rd, Ellijay, 1008 30540","U-Pick Farm, Orchard","Apples, Pumpkins",,,,
Red Barn & Berry Farm,16305 57th St SE,Kindred,ND,,"16305 57th St SE, Kindred, North Dakota 58077","U-Pick Farm, Orchard",Raspberries,,,,
Red Canoe Farms,28405 W Highway 53,Hauser,ID,83854,"28405 W Highway 53, Hauser, ID 83854","U-Pick Farm, Orchard",Blueberries,,,,
Red Dog Ridge Farms,1267 Burem Road,Rogersville,TN,,"1267 Burem Road, Rogersville, Tennessee 37857","U-Pick Farm, Orchard","Apples, Blackberries, Blueberries, Peaches, Raspberries",,,,
Red Wagon Farm,16081 East River Rd (Rt 252),Columbia Station,OH,,"16081 East River Rd (Rt 252), Columbia Station, Ohio 44028","U-Pick Farm, Orchard","Pumpkins, Strawberries",,,,
Reed Valley Orchard,239 Lail Lane,Paris,KY,,"239 Lail Lane, Paris, Kentucky 40361","U-Pick Farm, Orchard","Apples, Blueberries, Peaches, Pears, Pumpkins, Raspberries",,,,
Reeves Farms,,,,,,"U-Pick Farm, Orchard",Blueberries,,,,
Regier Orchard,12249 NW Meadowlark Rd,Whitewater,KS,,"12249 NW Meadowlark Rd, Whitewater, Kansas 67154","U-Pick Farm, Orchard","Apples, Cherries, Peaches",,,,
Remlinger Farms,32610 NE 32nd St,Carnation,WA,,"32610 NE 32nd St, Carnation, Washington 98014","U-Pick Farm, Orchard",Pumpkins,,,,
Renee’s Berry Garden,1265 Will Baker Rd.,London,AR,,"1265 Will Baker Rd., London, Arkansas 72847","U-Pick Farm, Orchard",Blueberries,,,,
Richardson Farm,4000 Bishop Rd,Emmett,ID,,"4000 Bishop Rd, Emmett, Idaho 83617","U-Pick Farm, Orchard",Strawberries,,,,
RichCrest Farms,2768 N. Evelyn Lane,Cochise,AZ,,"2768 N. Evelyn Lane, Cochise, Arizona 85606","U-Pick Farm, Orchard",Vegetables,,,,
Ricker Hill Orchards,295 Buckfield Road (Rt 117),Turner,ME,,"295 Buckfield Road (Rt 117), Turner, Maine 04282","U-Pick Farm, Orchard",Apples,,,,
Ridemore Farm,22154 John T Prats Rd,Covington,,,"22154 John T Prats Rd, Covington, 0 70435","U-Pick Farm, Orchard","Blackberries, Blueberries, Figs, Vegetables",,,,
Ridgefield Farm & Orchard,414 Kidwiler Rd,Harpers Ferry,VA,,"414 Kidwiler Rd, Harpers Ferry, West Virginia 25425","U-Pick Farm, Orchard",Pumpkins,,,,
Ridgeview Farm,5488 Kinsman Rd (SR 87),Middlefield,OH,,"5488 Kinsman Rd (SR 87), Middlefield, Ohio 44062","U-Pick Farm, Orchard",Strawberries,,,,
Riggs Family Orchard,18350 Orchard Lane,Spiro,OK,,"18350 Orchard Lane, Spiro, Oklahoma 74959",Pre-Picked Only,Ready Picked Only,,,,
Riley Creek Blueberry Farm,,,,,,"U-Pick Farm, Orchard",Blueberries,,,,
Riley’s Apple Farm,12201 S. Oak Glen Road,Yucaipa,CA,,"12201 S. Oak Glen Road, Yucaipa, California 92399","U-Pick Farm, Orchard","Apples, Blackberries, Pumpkins, Raspberries",,,,
Rittman Orchards & Farm Market,13548 Mt. Eaton Rd. N.,Doylestown,OH,,"13548 Mt. Eaton Rd. N., Doylestown, Ohio 44230","U-Pick Farm, Orchard",Apples,,,,
Riverbound Farm,2175 53rd St.,Mandan,ND,,"2175 53rd St., Mandan, North Dakota 58554","U-Pick Farm, Orchard",Pumpkins,,,,
RiverView Farm,141 River Road,Plainfield,NH,,"141 River Road, Plainfield, New Hampshire 03781","U-Pick Farm, Orchard","Apples, Blueberries, Currants, Pumpkins, Raspberries",,,,
Roberts Family Blueberry Farm,5517 Clarksbridge Rd,Clermont,GA,,"5517 Clarksbridge Rd, Clermont, Georgia 30527","U-Pick Farm, Orchard",Blueberries,,,,
Roberts Family Farm,222 South Street,Chesterfield,MA,,"222 South Street, Chesterfield, Massachusetts 01012","U-Pick Farm, Orchard",Blueberries,,,,
Roberts Family Farm,125 Kennedy Road,Guston,KY,,"125 Kennedy Road, Guston, Kentucky 40142","U-Pick Farm, Orchard",Blackberries,,,,
Robinette's,3142 4 Mile Rd NE,Grand Rapids,MI,49525,"3142 4 Mile Rd NE, Grand Rapids, MI 49525","U-Pick Farm, Orchard","Apples, Cherries",,,4 miles,
Roca Berry Farm,16531 S 38th St,Roca,NE,,"16531 S 38th St, Roca, Nebraska 68430","U-Pick Farm, Orchard","Pumpkins, Strawberries",,,,
Rocky Creek Farms,34297 Frontage Rd,Bozeman,MT,,"34297 Frontage Rd, Bozeman, Montana 59715","U-Pick Farm, Orchard",Apples,,,,
Rocky Gardens,,,,,,"U-Pick Farm, Orchard","Blueberries, Pumpkins",,,,
Rocky Point Farm,130 Rocky Point Ave,Warwick,RI,,"130 Rocky Point Ave, Warwick, Rhode Island 02889","U-Pick Farm, Orchard",Blueberries,,,,
Rocky Top Fruit Farm,,,,,,"Honey BeesU-Pick Farm, Orchard",Raspberries,,,,
Roehrborn’s Berry Patch,10389 Pine Lane,Marshfield,WI,,"10389 Pine Lane, Marshfield, Wisconsin 54449","U-Pick Farm, Orchard",Strawberries,,,,
Roger’s Farm,3831 NW 156th Ave,Gainsville,FL,,"3831 NW 156th Ave, Gainsville, Florida 32609","U-Pick Farm, Orchard",Strawberries,,,,
Rooney’s Front Porch Farm,8611 47th Drive,Live Oak,FL,32060,"8611 47th Drive, Live Oak, FL 32060","U-Pick Farm, Orchard","Blackberries, Blueberries",,,,
Rose’s Berry Farm,295 Matson Hill Rd,South Glastonbury,CT,,"295 Matson Hill Rd, South Glastonbury, Connecticut 06073","U-Pick Farm, Orchard","Apples, Blackberries, Blueberries, Pumpkins, Raspberries, Strawberries",,,,
Rosey’s Berry Farm,,,,,,"U-Pick Farm, Orchard",Strawberries,,,,
Ross Orchards,111 North St,Fromberg,MT,,"111 North St, Fromberg, Montana 59029","U-Pick Farm, Orchard",Apples,,,,
Royal Oak Farm Orchard,15908 Hebron Rd.,Harvard,IL,60033,"15908 Hebron Rd., Harvard, IL 60033","U-Pick Farm, Orchard",Squash,,,,
Rush River Produce,4098 200th Ave.,Maiden Rock,WI,,"4098 200th Ave., Maiden Rock, Wisconsin 54750","U-Pick Farm, Orchard","Blueberries, Currants, Gooseberries",,,,
Salisbury Farm,11 Peck Hill Rd,Johnston,RI,,"11 Peck Hill Rd, Johnston, Rhode Island 02919","U-Pick Farm, Orchard","Pumpkins, Raspberries, Strawberries, Vegetables",,,,
Salman Raspberry Ranch,,,,,,"U-Pick Farm, Orchard",Raspberries,,,,
Sam & Philly’s,16790 SW 177 Ave,Miami,FL,,"16790 SW 177 Ave, Miami, Florida 33187","U-Pick Farm, Orchard",Strawberries,,,,
Samascott Orchards,,,,,,"U-Pick Farm, Orchard",Raspberries,,,,
Sanderson Gardens,,,,,,"U-Pick Farm, Orchard","Asparagus, Horseraddish, Pumpkins, Raspberries, Rhubarb, Strawberries",,,,
Schartner Farms,,,,,,"U-Pick Farm, Orchard",Strawberries,,,,
Schnepf Farms,24610 S. Rittenhouse Road,Queen Creek,AZ,,"24610 S. Rittenhouse Road, Queen Creek, Arizona 85142","U-Pick Farm, Orchard","Peaches, Vegetables",,,,
Schuh Farms,15565 State Rte. 536,Mount Vernon,WA,,"15565 State Rte. 536, Mount Vernon, Washington 98273","U-Pick Farm, Orchard","Raspberries, Strawberries, Tayberries",,,,
Schultz Fruitridge Farm,60139 County Road 652,Mattawan,MI,,"60139 County Road 652, Mattawan, Michigan 49071","U-Pick Farm, Orchard",Apples,,,,
Schwartz Orchard,,,,,,"U-Pick Farm, Orchard","Apples, Pumpkins",,,,
Schweizer Orchards,5455 SE State Route Ff,Saint Joseph,MO,,"5455 SE State Route Ff, Saint Joseph, Missouri 64507","U-Pick Farm, Orchard","Apples, Blackberries, Blueberries, Peaches, Pumpkins, Raspberries",,,,
Scott Farm,707 Kipling Rd,Dummerston,VT,,"707 Kipling Rd, Dummerston, Vermont 05301","U-Pick Farm, Orchard",Apples,,,,
Sentenac Ranch,3515 Highway 78,Julian,CA,92036,"3515 Highway 78, Julian, CA 92036","Farm MarketFestivalPicnic AreaPlaygroundU-Pick Farm, Orchard",Apples,,,,
Serenity Acrez Co.,630 Plemons Rd,Crandall,GA,30711,"630 Plemons Rd, Crandall, GA 30711","Farm MarketPicnic AreaPlaygroundU-Pick Farm, OrchardWedding VenueWinery","Grapes, Muscadines",,,,
Shady Oaks Farm,5790 Manilla Creek Road,Poca,VA,,"5790 Manilla Creek Road, Poca, West Virginia 25159","U-Pick Farm, Orchard","Blueberries, Raspberries",,,,
Sheepscot General,98 Townhouse Rd,Whitefield,ME,,"98 Townhouse Rd, Whitefield, Maine 04353","U-Pick Farm, Orchard",Strawberries,,,,
Shenk’s Berry Farm,911 Disston View Drive,Lititz,PA,,"911 Disston View Drive, Lititz, Pennsylvania 17543","U-Pick Farm, Orchard","Raspberries, Strawberries",,,,
Sherwood Orchards,23995 SW Pacific Highway,Sherwood,OR,,"23995 SW Pacific Highway, Sherwood, Oregon 97140","U-Pick Farm, Orchard","Apples, Cherries, Peaches, Pears, Persimmons, Plums, Quince",,,,
Shiloh Lea Farm,3716 Mahan Corner Rd,Marydel,DE,,"3716 Mahan Corner Rd, Marydel, Delaware 19964","U-Pick Farm, Orchard",Blueberries,,,,
Shlagel Farms,12850 Shlagel Rd.,Waldorf,MD,,"12850 Shlagel Rd., Waldorf, Maryland 20601","U-Pick Farm, Orchard","Pumpkins, Strawberries",,,,
Shockley Springs Blueberry Farm,7097 Old River Rd.,Baker,,,"7097 Old River Rd., Baker, 1007 32531","U-Pick Farm, Orchard",Blueberries,,,,
Showcase of Citrus,5010 US Highway 27,Clermont,,,"5010 US Highway 27, Clermont, 0 34714","U-Pick Farm, Orchard",Citrus,,,,
Shuqualak Farms,232 Shuqualak Farms Rd,Frierson,LA,,"232 Shuqualak Farms Rd, Frierson, Louisiana 71027","U-Pick Farm, Orchard",Blueberries,,,,
Sibley Orchards & Cider Mill,3717 Buckner Tarsney Rd,Sibley,MO,,"3717 Buckner Tarsney Rd, Sibley, Missouri 64088",Pre-Picked Only,Ready Picked Only,,,,
Sietsema’s Orchards & Cider Mill,8540 2 Mile Rd.,Ada,MI,,"8540 2 Mile Rd., Ada, Michigan 49301",Pre-Picked Only,Ready Picked Only,,,2 miles,
Skytop Orchard,1193 Pinnacle Mountain Rd,Zirconia,NC,,"1193 Pinnacle Mountain Rd, Zirconia, North Carolina 28790","U-Pick Farm, Orchard","Apples, Cherries",,,,
Smith Farms,1465 N County Road 800 W,Frankfort,IN,,"1465 N County Road 800 W, Frankfort, Indiana 46041","U-Pick Farm, Orchard","Apples, Peaches, Pumpkins, Strawberries",,,,
Solebury Orchards,3325 Creamery Rd.,New Hope,PA,,"3325 Creamery Rd., New Hope, Pennsylvania 18938","U-Pick Farm, Orchard","Apples, Blueberries, Peaches",,,,
SonHarvest Seasons,21 Two Valley Rd.,Riverton,WY,,"21 Two Valley Rd., Riverton, Wyoming 82501","U-Pick Farm, Orchard","Pumpkins, Raspberries",,,,
Sorghum Mill Christmas Tree & Blackberry Farm,7121 Midwest Lane,Edmond,OK,,"7121 Midwest Lane, Edmond, Oklahoma 73034","U-Pick Farm, Orchard",Blackberries,,,7121 miles,
South Coast Farms,32701 Alopaz St,San Juan Capistrano,CA,,"32701 Alopaz St, San Juan Capistrano, California 92675","U-Pick Farm, Orchard",Strawberries,,,,
